Tag,Colony,Date,total_followed,total_movement,total_follower,count,sex,age,Total_Adults,Total_Adult_Females,Total_Adult_Males,Total_Subadults,Total_Juveniles,Group_Size
614,2C/22,19/06/2012,2,9,0,19,2,2,4,2,2,1,0,5
614,2C/22,20/06/2012,0,1,0,8,2,2,5,2,3,1,0,6
614,2C/22,24/06/2012,1,4,1,9,2,2,2,0,2,1,0,3
614,2C/22,27/05/2012,0,3,0,23,2,2,7,3,4,1,0,8
614,2C/22,28/05/2012,0,1,0,1,2,2,5,2,3,1,0,6
614,2C/22,28/06/2012,0,3,0,8,2,2,1,1,0,1,0,2
614,2C/22,28/07/2012,0,6,0,25,2,2,4,2,2,1,0,5
614,2C/22,29/07/2012,2,9,0,23,2,2,4,2,2,1,0,5
615,16,06/06/2012,0,4,0,24,1,1,4,2,2,4,0,8
615,16,10/06/2012,1,6,1,33,1,1,4,2,2,4,0,8
615,16,14/06/2012,0,3,0,19,1,1,4,2,2,4,0,8
615,16,16/06/2012,2,6,2,26,1,1,4,2,2,4,0,8
618,16,01/07/2012,0,5,0,14,2,2,3,2,1,4,0,7
618,16,03/08/2012,0,2,0,2,2,2,2,1,1,4,0,6
618,16,06/06/2012,0,8,0,24,2,2,4,2,2,4,0,8
618,16,09/07/2012,0,5,0,24,2,2,3,2,1,3,0,6
618,16,10/06/2012,0,7,0,32,2,2,4,2,2,4,0,8
618,16,10/08/2012,0,5,0,25,2,1,5,3,2,1,0,7
618,16,12/08/2012,0,4,0,18,2,1,5,3,2,2,0,7
618,16,14/06/2012,0,5,0,14,2,2,4,2,2,4,0,8
618,16,16/06/2012,0,3,1,26,2,2,4,2,2,4,0,8
618,16,18/07/2012,0,3,0,13,2,2,2,1,1,4,0,6
618,16,19/07/2012,0,5,0,16,2,2,0,0,0,4,0,4
618,16,24/07/2012,1,3,0,13,2,2,1,1,0,4,0,5
618,16,29/06/2012,2,12,1,19,2,2,9,2,7,4,0,13
623,8.1,16/06/2012,0,12,2,12,1,1,10,3,7,2,0,12
623,52,19/07/2012,0,7,0,45,1,1,2,1,1,1,0,3
623,52,20/07/2012,0,10,1,41,1,1,3,2,1,1,0,4
623,52,21/07/2012,0,1,0,19,1,1,4,2,2,1,0,5
623,52,23/07/2012,0,16,1,48,1,1,2,1,1,1,0,3
623,52,24/05/2012,0,3,1,6,1,1,3,2,1,2,0,5
623,52,24/07/2012,0,12,1,35,1,1,2,1,1,1,0,3
623,52,25/07/2012,0,12,0,40,1,1,2,1,1,1,0,3
623,52,26/07/2012,0,8,0,27,1,1,2,1,1,1,0,3
623,52,27/07/2012,0,18,0,56,1,1,5,2,3,1,0,6
623,52,28/07/2012,0,12,3,24,1,1,3,1,2,1,0,4
625,2B,04/08/2012,0,8,0,19,1,1,4,2,2,0,0,4
625,2B,07/06/2012,0,4,0,9,1,1,2,1,1,1,0,4
625,2B,13/06/2012,0,4,1,22,1,1,10,3,7,1,0,11
625,2B,17/07/2012,0,9,0,31,1,1,2,1,1,0,0,2
625,2B,19/06/2012,1,2,0,14,1,1,6,4,2,1,0,7
625,2B,20/06/2012,0,2,0,15,1,1,9,3,6,0,0,9
625,2B,23/06/2012,0,3,0,9,1,1,7,3,4,1,0,8
625,2B,24/06/2012,0,3,0,8,1,1,5,3,2,1,0,6
625,2B,28/06/2012,0,3,0,9,1,1,5,3,2,1,0,6
625,2C/22,01/08/2012,0,1,0,1,1,1,3,1,2,0,0,4
625,2C/22,07/06/2012,0,4,0,9,1,1,7,3,4,1,0,8
625,2C/22,17/07/2012,0,9,0,31,1,1,4,2,2,1,0,5
625,2C/22,24/06/2012,0,3,0,8,1,1,2,0,2,1,0,3
625,2C/22,27/05/2012,1,8,1,32,1,1,7,3,4,1,0,8
625,2C/22,28/05/2012,0,1,0,1,1,1,5,2,3,1,0,6
625,2C/22,28/07/2012,2,13,0,35,1,1,4,2,2,1,0,5
625,2C/22,29/07/2012,0,6,0,22,1,1,4,2,2,1,0,5
626,1,01/07/2012,0,1,0,10,2,2,2,2,0,1,0,4
626,1,10/08/2012,0,3,0,21,2,1,8,5,3,0,1,10
626,1,11/06/2012,0,2,0,20,2,2,2,2,0,1,0,5
626,1,19/06/2012,0,8,0,34,2,2,3,2,1,1,0,6
626,1,23/06/2012,0,4,0,18,2,2,3,3,0,1,0,6
626,1,24/06/2012,0,3,1,15,2,2,2,2,0,1,0,5
626,1,25/05/2012,0,2,0,6,2,2,1,1,0,1,0,4
626,1,28/05/2012,7,8,0,13,2,2,1,1,0,0,0,3
626,1,28/06/2012,0,1,0,9,2,2,3,3,0,1,0,5
626,1,29/05/2012,3,6,0,34,2,2,2,2,0,1,0,5
626,1,29/06/2012,0,5,0,17,2,2,2,2,0,1,0,5
626,1,30/06/2012,0,4,1,19,2,2,2,2,0,1,0,4
626,2A,28/05/2012,7,8,0,13,2,2,1,1,0,0,0,3
626,2A,29/05/2012,3,6,0,34,2,2,4,2,2,1,0,7
626,2A,29/06/2012,0,5,0,17,2,2,1,1,0,1,0,3
626,2A,30/06/2012,0,4,1,19,2,2,3,1,2,1,0,5
626,2B,07/06/2012,0,1,0,1,2,2,2,1,1,1,0,4
627,44,01/07/2012,0,4,0,20,2,2,4,2,2,1,0,5
627,44,02/07/2012,0,13,0,25,2,2,2,0,2,1,0,3
627,44,03/07/2012,0,1,0,20,2,2,3,0,3,1,0,4
627,44,08/06/2012,1,9,0,19,2,2,2,1,1,1,0,3
627,44,09/07/2012,0,10,0,34,2,2,4,2,2,1,0,5
627,44,11/06/2012,1,3,0,4,2,2,3,1,2,1,0,4
627,44,11/07/2012,0,12,1,37,2,2,3,2,1,1,0,4
627,44,12/07/2012,0,33,0,63,2,2,4,2,2,1,0,5
627,44,13/06/2012,0,2,0,16,2,2,0,0,0,1,0,1
627,44,13/07/2012,0,4,0,5,2,2,3,1,2,1,0,4
627,44,19/06/2012,1,17,0,29,2,2,3,1,2,1,0,4
627,44,20/06/2012,0,3,0,15,2,2,4,1,3,1,0,5
627,44,21/06/2012,0,2,0,7,2,2,4,2,2,1,0,5
627,44,23/05/2012,1,4,0,25,2,2,3,1,2,1,0,4
627,44,24/06/2012,0,3,0,7,2,2,3,1,2,1,0,4
627,44,28/06/2012,0,12,1,29,2,2,3,2,1,1,0,4
628,52,24/05/2012,1,2,0,6,1,2,3,2,1,2,0,5
629,1,01/08/2012,0,3,0,16,2,2,2,2,0,1,0,4
629,1,02/08/2012,0,12,0,44,2,2,4,1,3,1,0,6
629,1,03/08/2012,0,5,0,16,2,2,3,1,2,1,0,5
629,1,10/08/2012,0,10,0,41,2,2,8,5,3,0,1,10
629,1,11/06/2012,0,10,0,22,2,2,2,2,0,1,0,5
629,1,19/06/2012,0,7,0,26,2,2,3,2,1,1,0,6
629,1,23/06/2012,0,1,0,13,2,2,3,3,0,1,0,6
629,1,24/06/2012,0,6,0,15,2,2,2,2,0,1,0,5
629,1,25/05/2012,0,9,0,16,2,2,1,1,0,1,0,4
629,1,28/05/2012,6,7,0,16,2,2,1,1,0,0,0,3
629,1,29/05/2012,2,3,0,21,2,2,2,2,0,1,0,5
629,1,29/06/2012,0,1,0,19,2,2,2,2,0,1,0,5
629,1,29/07/2012,0,1,0,13,2,2,7,2,5,1,0,9
629,2A,28/05/2012,6,7,0,16,2,2,1,1,0,0,0,3
629,2A,29/05/2012,2,3,0,21,2,2,4,2,2,1,0,7
630,1,01/07/2012,0,4,0,12,2,1,2,2,0,1,0,4
630,1,01/08/2012,0,2,0,15,2,1,2,2,0,1,0,4
630,1,07/06/2012,0,1,0,3,2,1,2,2,0,0,0,2
630,1,10/08/2012,0,6,0,29,2,1,8,5,3,0,1,10
630,1,11/06/2012,0,4,0,23,2,1,2,2,0,1,0,5
630,1,19/06/2012,0,4,0,27,2,1,3,2,1,1,0,6
630,1,23/06/2012,0,2,0,5,2,1,3,3,0,1,0,6
630,1,24/06/2012,0,2,0,9,2,1,2,2,0,1,0,5
630,1,25/05/2012,1,3,0,6,2,1,1,1,0,1,0,4
630,1,28/05/2012,8,8,0,16,2,1,1,1,0,0,0,3
630,1,28/06/2012,0,2,0,10,2,1,3,3,0,1,0,5
630,1,29/05/2012,4,7,0,25,2,1,2,2,0,1,0,5
630,1,29/06/2012,0,1,0,15,2,1,2,2,0,1,0,5
630,1,30/06/2012,0,2,0,14,2,1,2,2,0,1,0,4
630,2A,25/05/2012,1,3,0,6,2,1,1,1,0,1,0,2
630,2A,28/05/2012,8,8,0,16,2,1,1,1,0,0,0,3
630,2A,29/05/2012,4,7,0,25,2,1,4,2,2,1,0,7
631,9,04/06/2012,0,1,0,7,1,2,1,1,0,1,0,2
632,8.1,17/07/2012,0,4,0,15,1,2,9,4,5,4,0,13
632,4,01/07/2012,0,4,0,27,1,2,6,0,6,2,0,8
632,4,17/07/2012,0,4,0,15,1,2,2,1,1,2,0,4
632,4,30/05/2012,0,2,0,18,1,2,2,1,1,2,0,4
633,8.1,17/07/2012,0,5,0,12,1,2,9,4,5,4,0,13
633,4,01/07/2012,0,3,0,32,1,2,6,0,6,2,0,8
633,4,17/07/2012,0,5,0,12,1,2,2,1,1,2,0,4
633,4,30/05/2012,3,6,0,15,1,2,2,1,1,2,0,4
634,29D,04/08/2012,0,2,0,5,2,1,4,4,0,2,0,6
634,29D,10/07/2012,0,2,0,18,2,1,4,3,1,3,0,7
635,29D,02/07/2012,0,4,0,24,2,2,4,3,1,3,0,7
635,29D,10/07/2012,2,8,0,42,2,2,4,3,1,3,0,7
635,29D,12/06/2012,2,6,0,24,2,2,5,4,1,3,0,8
635,29D,13/07/2012,0,2,0,5,2,2,5,3,2,1,0,6
635,29D,14/06/2012,1,7,0,27,2,2,5,3,2,3,0,8
635,29D,15/07/2012,0,8,0,27,2,2,4,2,2,2,0,6
635,29D,17/06/2012,0,3,1,12,2,2,3,2,1,3,0,6
635,29D,18/06/2012,3,14,0,37,2,2,5,4,1,3,0,8
635,29D,30/06/2012,0,1,0,8,2,2,0,0,0,3,0,3
636,29D,02/07/2012,0,6,0,23,2,1,4,3,1,3,0,7
636,29D,04/08/2012,0,2,0,6,2,1,4,4,0,2,0,6
636,29D,10/07/2012,1,14,0,46,2,1,4,3,1,3,0,7
636,29D,12/06/2012,0,6,0,21,2,1,5,4,1,3,0,8
636,29D,12/08/2012,0,5,0,11,2,1,6,4,2,1,4,11
636,29D,13/07/2012,0,2,0,4,2,1,5,3,2,1,0,6
636,29D,13/08/2012,0,4,0,15,2,1,4,4,0,1,1,6
636,29D,14/06/2012,1,6,0,15,2,1,5,3,2,3,0,8
636,29D,15/07/2012,0,2,0,12,2,1,4,2,2,2,0,6
636,29D,16/08/2012,0,5,0,18,2,1,6,4,2,1,3,10
636,29D,17/06/2012,0,3,1,10,2,1,3,2,1,3,0,6
636,29D,17/08/2012,0,4,0,15,2,1,6,4,2,1,1,8
636,29D,18/06/2012,3,11,0,30,2,1,5,4,1,3,0,8
636,29D,19/06/2012,0,2,0,12,2,1,2,2,0,1,0,3
637,29D,02/07/2012,0,3,0,22,1,2,4,3,1,3,0,7
637,29D,04/08/2012,0,1,0,4,1,2,4,4,0,2,0,6
637,29D,10/07/2012,3,7,1,41,1,2,4,3,1,3,0,7
637,29D,12/06/2012,2,3,0,6,1,2,5,4,1,3,0,8
637,29D,12/08/2012,2,4,0,9,1,2,6,4,2,1,4,11
637,29D,13/08/2012,0,9,0,14,1,2,4,4,0,1,1,6
637,29D,14/06/2012,0,4,0,22,1,2,5,3,2,3,0,8
637,29D,14/08/2012,0,1,0,2,1,2,2,1,1,1,0,3
637,29D,15/07/2012,0,3,0,12,1,2,4,2,2,2,0,6
637,29D,16/08/2012,0,7,0,23,1,2,6,4,2,1,3,10
637,29D,17/06/2012,0,2,0,10,1,2,3,2,1,3,0,6
637,29D,17/08/2012,3,5,0,17,1,2,6,4,2,1,1,8
637,29D,18/06/2012,0,11,1,31,1,2,5,4,1,3,0,8
637,29D,30/06/2012,0,1,0,10,1,2,0,0,0,3,0,3
639,7A,16/07/2012,0,2,0,10,1,2,0,0,0,2,0,2
639,7A,18/07/2012,0,2,0,12,1,2,0,0,0,2,0,2
640,29D,02/07/2012,0,3,0,22,1,2,4,3,1,3,0,7
640,29D,04/08/2012,0,4,0,7,1,2,4,4,0,2,0,6
640,29D,10/07/2012,0,19,0,52,1,2,4,3,1,3,0,7
640,29D,12/06/2012,0,10,0,32,1,2,5,4,1,3,0,8
640,29D,12/08/2012,0,10,0,23,1,1,6,4,2,1,4,11
640,29D,14/06/2012,1,8,0,23,1,2,5,3,2,3,0,8
640,29D,14/08/2012,0,3,0,5,1,1,2,1,1,1,0,3
640,29D,16/08/2012,0,3,0,21,1,1,6,4,2,1,3,10
640,29D,17/06/2012,0,1,0,9,1,2,3,2,1,3,0,6
640,29D,17/08/2012,0,2,0,16,1,1,6,4,2,1,1,8
640,29D,18/06/2012,0,12,0,35,1,2,5,4,1,3,0,8
640,29D,19/06/2012,0,1,0,14,1,2,2,2,0,1,0,3
640,29D,30/06/2012,0,1,0,9,1,2,0,0,0,3,0,3
642,7A,16/07/2012,0,1,0,14,2,2,0,0,0,2,0,2
642,7A,18/07/2012,0,3,0,14,2,2,0,0,0,2,0,2
645,4,01/07/2012,0,3,0,6,1,1,6,0,6,2,0,8
649,41,05/07/2012,0,5,0,28,2,1,4,3,1,0,0,4
649,41,06/07/2012,0,8,0,36,2,1,3,3,0,0,0,3
649,41,09/07/2012,0,10,1,50,2,1,4,3,1,0,0,4
649,41,10/07/2012,0,8,0,38,2,1,4,3,1,0,0,4
649,41,11/07/2012,0,8,0,36,2,1,4,3,1,0,0,4
649,41,12/07/2012,0,7,0,22,2,1,4,3,1,0,0,4
649,41,20/07/2012,0,2,0,10,2,1,2,2,0,0,0,2
649,41,21/07/2012,0,2,0,4,2,1,2,1,1,0,0,2
649,41,28/06/2012,0,2,0,5,2,1,4,3,1,0,0,4
649,41,30/06/2012,0,6,0,10,2,1,2,2,0,0,0,2
650,41,05/07/2012,0,1,0,8,1,1,4,3,1,0,0,4
650,41,09/07/2012,0,6,0,26,1,1,4,3,1,0,0,4
650,41,09/08/2012,0,5,0,15,1,1,1,0,1,0,0,1
650,41,10/07/2012,0,10,0,51,1,1,4,3,1,0,0,4
650,41,11/07/2012,0,5,0,19,1,1,4,3,1,0,0,4
650,41,12/07/2012,0,8,0,27,1,1,4,3,1,0,0,4
650,41,15/07/2012,0,2,0,22,1,1,3,2,1,0,0,3
650,41,21/07/2012,0,7,0,30,1,1,2,1,1,0,0,2
650,41,23/07/2012,0,1,0,15,1,1,2,1,1,0,0,2
650,41,28/06/2012,0,3,0,5,1,1,4,3,1,0,0,4
651,41,03/07/2012,0,2,0,9,2,1,2,2,0,0,0,2
651,41,04/07/2012,0,3,0,4,2,1,2,2,0,0,0,2
651,41,05/07/2012,0,7,0,23,2,1,4,3,1,0,0,4
651,41,06/07/2012,1,18,0,45,2,1,3,3,0,0,0,3
651,41,09/07/2012,1,13,0,71,2,1,4,3,1,0,0,4
651,41,10/07/2012,0,15,1,64,2,1,4,3,1,0,0,4
651,41,11/07/2012,1,6,0,23,2,1,4,3,1,0,0,4
651,41,12/07/2012,1,3,0,31,2,1,4,3,1,0,0,4
651,41,15/07/2012,0,3,0,20,2,1,3,2,1,0,0,3
651,41,28/06/2012,0,3,0,7,2,1,4,3,1,0,0,4
653,41,03/07/2012,0,1,0,10,2,1,2,2,0,0,0,2
653,41,04/07/2012,0,2,0,6,2,1,2,2,0,0,0,2
653,41,05/07/2012,0,5,0,21,2,1,4,3,1,0,0,4
653,41,06/07/2012,0,12,0,39,2,1,3,3,0,0,0,3
653,41,09/07/2012,0,12,0,41,2,1,4,3,1,0,0,4
653,41,10/07/2012,0,11,0,30,2,1,4,3,1,0,0,4
653,41,11/07/2012,0,7,0,21,2,1,4,3,1,0,0,4
653,41,12/07/2012,1,5,0,18,2,1,4,3,1,0,0,4
653,41,15/07/2012,0,2,0,16,2,1,3,2,1,0,0,3
653,41,20/07/2012,0,1,0,2,2,1,2,2,0,0,0,2
653,41,23/07/2012,0,1,0,4,2,1,2,1,1,0,0,2
653,41,28/06/2012,0,3,0,7,2,1,4,3,1,0,0,4
653,41,30/06/2012,0,2,0,7,2,1,2,2,0,0,0,2
659,1,10/08/2012,0,2,0,2,1,1,8,5,3,0,1,10
659,1,29/07/2012,0,2,0,8,1,1,7,2,5,1,0,9
661,1,10/08/2012,1,1,0,1,2,4,8,5,3,0,1,10
662,29D,12/08/2012,0,1,0,5,1,4,6,4,2,1,4,11
663,29D,12/08/2012,0,1,0,5,1,4,6,4,2,1,4,11
663,29D,16/08/2012,0,1,0,2,1,4,6,4,2,1,3,10
664,29D,12/08/2012,0,2,0,5,2,4,6,4,2,1,4,11
664,29D,16/08/2012,0,3,0,5,2,4,6,4,2,1,3,10
665,29D,12/08/2012,0,2,0,5,2,4,6,4,2,1,4,11
665,29D,13/08/2012,0,1,0,1,2,4,4,4,0,1,1,6
665,29D,16/08/2012,0,2,0,5,2,4,6,4,2,1,3,10
665,29D,17/08/2012,0,1,0,8,2,4,6,4,2,1,1,8
721,29A,06/06/2019,0,1,0,2,2,1,3,3,0,0,0,3
877,9D,18/06/2019,0,2,0,3,2,1,3,3,0,3,0,6
877,9D,25/06/2019,0,1,0,2,2,1,2,2,0,3,0,5
969,9D,18/06/2019,1,5,0,10,2,1,3,3,0,3,0,6
969,9D,25/06/2019,1,2,0,5,2,1,2,2,0,3,0,5
983,4B,20/06/2019,0,3,0,8,2,1,2,2,0,0,0,2
983,4B,24/06/2019,1,4,0,8,2,1,3,3,0,1,0,4
1009,84E,16/07/2019,0,1,0,1,1,1,3,1,2,0,0,3
1013,29A,06/06/2019,1,3,1,8,2,1,3,3,0,0,0,3
1013,29A,29/06/2019,1,7,0,10,2,1,4,2,2,0,1,5
1039,80,24/06/2019,0,2,0,5,2,1,2,2,0,0,1,3
1039,80A,30/06/2019,0,2,0,4,2,1,3,2,1,0,1,4
1043,83C,21/07/2019,0,2,0,7,2,1,1,1,0,0,0,1
1060,9D,18/06/2019,0,3,0,6,2,1,3,3,0,3,0,6
1073,4B,20/06/2019,0,5,0,9,2,1,2,2,0,0,0,2
1073,4B,24/06/2019,0,5,0,10,2,1,3,3,0,1,0,4
1098,29A,06/06/2019,1,5,0,7,2,1,3,3,0,0,0,3
1098,29A,29/06/2019,2,6,0,9,2,1,4,2,2,0,1,5
1171,80A,30/06/2019,0,1,0,1,1,1,3,2,1,0,1,4
1269,1A,06/07/2019,0,2,0,4,1,1,3,0,3,1,1,6
1285,1A,19/06/2019,0,1,0,4,2,1,3,1,2,1,0,5
1288,1A,06/07/2019,0,2,0,4,1,1,3,0,3,1,1,6
1354,80,24/06/2019,1,2,0,4,2,1,2,2,0,0,1,3
1354,80A,30/06/2019,0,3,0,4,2,1,3,2,1,0,1,4
1371,1A,06/07/2019,1,4,1,6,1,1,3,0,3,1,1,6
1371,1A,19/06/2019,0,1,0,4,1,1,3,1,2,1,0,5
1371,1A,30/06/2019,0,2,0,6,1,1,2,0,2,1,1,4
1395,4B,24/06/2019,0,1,0,4,2,1,3,3,0,1,0,4
1419,1A,06/07/2019,1,5,0,8,2,2,3,0,3,1,1,6
1419,1A,19/06/2019,1,5,1,7,2,2,3,1,2,1,0,5
1419,1A,30/06/2019,1,5,0,8,2,2,2,0,2,1,1,4
1420,4B,24/06/2019,0,3,0,10,2,2,3,3,0,1,0,4
1421,1A,19/06/2019,0,1,0,1,1,1,3,1,2,1,0,5
1421,1A,30/06/2019,0,1,0,1,1,1,2,0,2,1,1,4
1422,1A,06/07/2019,0,4,0,5,2,4,3,0,3,1,1,6
1422,1A,30/06/2019,0,2,1,6,2,4,2,0,2,1,1,4
1424,9D,18/06/2019,1,6,0,11,2,2,3,3,0,3,0,6
1424,9D,25/06/2019,1,5,1,8,2,2,2,2,0,3,0,5
1425,9D,18/06/2019,0,4,1,7,1,2,3,3,0,3,0,6
1425,9D,25/06/2019,1,4,1,6,1,2,2,2,0,3,0,5
1426,9D,18/06/2019,0,2,0,6,2,2,3,3,0,3,0,6
1426,9D,25/06/2019,1,4,1,8,2,2,2,2,0,3,0,5
1438,1A,06/07/2019,0,1,1,2,2,2,3,0,3,1,1,6
1438,1A,19/06/2019,0,3,0,5,2,2,3,1,2,1,0,5
1459,29A,29/06/2019,0,6,1,10,1,1,4,2,2,0,1,5
1462,29A,29/06/2019,0,5,0,10,1,1,4,2,2,0,1,5
1466,29A,29/06/2019,0,10,2,16,2,4,4,2,2,0,1,5
1492,84E,16/07/2019,0,1,0,1,1,1,3,1,2,0,0,3
1493,84E,16/07/2019,0,1,0,1,2,1,3,1,2,0,0,3
1501,80,24/06/2019,1,2,0,3,2,4,2,2,0,0,1,3
1502,80A,30/06/2019,0,1,0,2,2,4,3,2,1,0,1,4
